day,ticker,lb,kind,level,notional,approach,outcome,deflect
2026-05-21,QQQ,lb5,placebo,709.9186791064603,282229440.0,resistance,break,0
2026-05-21,QQQ,lb5,real,711.5,274710150.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,711.5,274710150.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,711.5,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,708.3679263019828,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,708.3679263019828,274710150.0,support,break,0
2026-05-21,QQQ,lb5,placebo,708.3679263019828,274710150.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,708.3679263019828,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,708.3679263019828,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,714.8454428234475,274710150.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,714.8454428234475,274710150.0,resistance,deflect,1
2026-05-21,QQQ,lb5,placebo,708.007556039485,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,708.007556039485,274710150.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,708.007556039485,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,708.007556039485,274710150.0,support,deflect,1
2026-05-21,QQQ,lb5,real,707.65,273223665.0,support,deflect,1
2026-05-21,QQQ,lb5,real,707.65,273223665.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,710.5747646304661,273223665.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,710.5747646304661,273223665.0,resistance,deflect,1
2026-05-21,QQQ,lb5,placebo,710.5747646304661,273223665.0,support,break,0
2026-05-21,QQQ,lb5,placebo,710.5747646304661,273223665.0,resistance,break,0
2026-05-21,QQQ,lb5,real,708.7602,212628060.00000003,support,deflect,1
2026-05-21,QQQ,lb5,real,708.7602,212628060.00000003,resistance,break,0
2026-05-21,QQQ,lb5,real,708.7602,212628060.00000003,support,break,0
2026-05-21,QQQ,lb5,real,708.7602,212628060.00000003,support,break,0
2026-05-21,QQQ,lb5,placebo,712.3600266383413,212628060.00000003,resistance,break,0
2026-05-21,QQQ,lb5,real,710.8897,177722425.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,710.8897,177722425.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,710.8897,177722425.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,710.8897,177722425.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,713.7653992458701,177722425.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,713.7653992458701,177722425.0,support,break,0
2026-05-21,QQQ,lb5,placebo,714.6280421233474,177722425.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,714.6280421233474,177722425.0,support,break,0
2026-05-21,QQQ,lb5,placebo,715.8426069477665,177722425.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,715.8426069477665,177722425.0,support,break,0
2026-05-21,QQQ,lb5,real,713.15,171156000.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,716.8643845756354,171156000.0,resistance,deflect,1
2026-05-21,QQQ,lb5,placebo,715.7992655247783,171156000.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,715.7992655247783,171156000.0,support,break,0
2026-05-21,QQQ,lb5,placebo,715.7992655247783,171156000.0,resistance,deflect,1
2026-05-21,QQQ,lb5,placebo,715.4053516218478,148688815.8544,resistance,break,0
2026-05-21,QQQ,lb5,placebo,715.4053516218478,148688815.8544,support,break,0
2026-05-21,QQQ,lb5,placebo,715.4053516218478,148688815.8544,resistance,deflect,1
2026-05-21,QQQ,lb5,real,710.3,136164510.0,support,break,0
2026-05-21,QQQ,lb5,real,710.3,136164510.0,support,break,0
2026-05-21,QQQ,lb5,real,710.3,136164510.0,support,deflect,1
2026-05-21,QQQ,lb5,real,710.3,136164510.0,resistance,deflect,1
2026-05-21,QQQ,lb5,real,710.3,136164510.0,resistance,break,0
2026-05-21,QQQ,lb5,placebo,707.7124111684507,136164510.0,support,deflect,1
2026-05-21,QQQ,lb5,placebo,707.7124111684507,136164510.0,support,deflect,1
2026-05-21,SPY,lb1,real,741.415,505931216.19,resistance,break,0
2026-05-21,SPY,lb1,placebo,743.900640316671,505931216.19,resistance,deflect,1
2026-05-21,SPY,lb1,placebo,743.900640316671,505931216.19,support,break,0
2026-05-21,SPY,lb1,placebo,743.900640316671,505931216.19,resistance,deflect,1
2026-05-21,SPY,lb1,placebo,743.900640316671,505931216.19,resistance,deflect,1
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,support,break,0
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,support,break,0
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,resistance,deflect,1
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,support,break,0
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,support,deflect,1
2026-05-21,SPY,lb1,placebo,738.5330598563417,505931216.19,support,deflect,1
2026-05-21,SPY,lb1,placebo,737.4804531695875,300732171.0,support,deflect,1
2026-05-21,SPY,lb1,placebo,737.4804531695875,300732171.0,support,deflect,1
2026-05-21,SPY,lb1,placebo,738.4241833768791,300732171.0,support,break,0
2026-05-21,SPY,lb1,placebo,738.4241833768791,300732171.0,support,break,0
2026-05-21,SPY,lb1,placebo,738.4241833768791,300732171.0,support,break,0
2026-05-21,SPY,lb1,placebo,738.4241833768791,300732171.0,support,deflect,1
2026-05-21,SPY,lb1,placebo,737.4949373977125,300732171.0,support,deflect,1
2026-05-21,SPY,lb1,placebo,737.4949373977125,300732171.0,support,deflect,1
2026-05-21,SPY,lb1,real,738.4177,186062061.5398,support,break,0
2026-05-21,SPY,lb1,real,738.4177,186062061.5398,support,break,0
2026-05-21,SPY,lb1,real,738.4177,186062061.5398,support,break,0
2026-05-21,SPY,lb1,real,738.4177,186062061.5398,support,deflect,1
2026-05-21,SPY,lb1,placebo,742.5241628592212,186062061.5398,resistance,break,0
2026-05-21,SPY,lb1,placebo,742.5241628592212,186062061.5398,support,deflect,1
2026-05-21,SPY,lb1,placebo,742.5241628592212,186062061.5398,support,break,0
2026-05-21,SPY,lb5,real,741.9557,741955700.0,resistance,break,0
2026-05-21,SPY,lb5,real,741.9557,741955700.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,744.2133536615278,741955700.0,resistance,deflect,1
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,support,break,0
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,deflect,1
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,deflect,1
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,deflect,1
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,739.1518598132733,741955700.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,737.9040580340973,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,737.9040580340973,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,737.9040580340973,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,737.9040580340973,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,737.9040580340973,741955700.0,support,deflect,1
2026-05-21,SPY,lb5,real,741.415,505931216.19,resistance,break,0
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,placebo,738.1238884767143,505931216.19,support,deflect,1
2026-05-21,SPY,lb5,real,738.8696,443321760.0,resistance,deflect,1
2026-05-21,SPY,lb5,real,738.8696,443321760.0,resistance,deflect,1
2026-05-21,SPY,lb5,real,738.8696,443321760.0,resistance,deflect,1
2026-05-21,SPY,lb5,real,738.8696,443321760.0,resistance,break,0
2026-05-21,SPY,lb5,real,738.8696,443321760.0,support,deflect,1
2026-05-21,SPY,lb5,real,738.8696,443321760.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,742.1298699814927,443321760.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,742.1298699814927,443321760.0,support,break,0
2026-05-21,SPY,lb5,real,738.3707,332266815.0,support,break,0
2026-05-21,SPY,lb5,real,738.3707,332266815.0,support,break,0
2026-05-21,SPY,lb5,real,738.3707,332266815.0,support,break,0
2026-05-21,SPY,lb5,real,738.3707,332266815.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,743.3005868033941,332266815.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,743.3005868033941,332266815.0,resistance,deflect,1
2026-05-21,SPY,lb5,placebo,742.7304502895348,332266815.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,742.7304502895348,332266815.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,742.7304502895348,332266815.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,742.7304502895348,332266815.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,742.7304502895348,332266815.0,support,break,0
2026-05-21,SPY,lb5,placebo,741.6120737983744,332266815.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,741.6120737983744,332266815.0,resistance,break,0
2026-05-21,SPY,lb5,placebo,737.3803397541767,300732171.0,support,deflect,1
2026-05-21,SPY,lb5,placebo,737.3803397541767,300732171.0,support,deflect,1
2026-05-22,QQQ,lb1,placebo,716.8829999715321,171156000.0,support,deflect,1
2026-05-22,QQQ,lb1,placebo,718.9483710469615,108997071.48,support,break,0
2026-05-22,QQQ,lb1,placebo,718.9483710469615,108997071.48,resistance,break,0
2026-05-22,QQQ,lb1,placebo,718.9483710469615,108997071.48,support,deflect,1
2026-05-22,QQQ,lb1,placebo,718.9483710469615,108997071.48,support,break,0
2026-05-22,QQQ,lb1,placebo,719.1574961306844,108997071.48,support,break,0
2026-05-22,QQQ,lb1,placebo,719.1574961306844,108997071.48,resistance,break,0
2026-05-22,QQQ,lb1,placebo,719.1574961306844,108997071.48,support,deflect,1
2026-05-22,QQQ,lb1,placebo,719.1574961306844,108997071.48,support,break,0
2026-05-22,QQQ,lb1,placebo,718.6375581077594,108997071.48,resistance,break,0
2026-05-22,QQQ,lb1,placebo,718.6375581077594,108997071.48,support,break,0
2026-05-22,QQQ,lb5,placebo,716.4274395339578,171156000.0,support,deflect,1
2026-05-22,QQQ,lb5,placebo,719.0438080544589,108997071.48,support,break,0
2026-05-22,QQQ,lb5,placebo,719.0438080544589,108997071.48,resistance,break,0
2026-05-22,QQQ,lb5,placebo,719.0438080544589,108997071.48,support,break,0
2026-05-22,SPY,lb1,placebo,745.6434739862613,505931216.19,resistance,break,0
2026-05-22,SPY,lb1,placebo,747.5206352185573,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb1,placebo,747.5206352185573,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb1,placebo,746.8451780725989,222831840.0,resistance,break,0
2026-05-22,SPY,lb1,placebo,746.8451780725989,222831840.0,resistance,break,0
2026-05-22,SPY,lb1,placebo,746.8451780725989,222831840.0,support,deflect,1
2026-05-22,SPY,lb1,placebo,746.8451780725989,222831840.0,support,break,0
2026-05-22,SPY,lb1,placebo,747.6695183950206,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb1,placebo,747.6695183950206,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb1,placebo,747.6695183950206,222831840.0,resistance,break,0
2026-05-22,SPY,lb1,placebo,747.6695183950206,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb1,placebo,747.6695183950206,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb5,placebo,745.1294156375808,505931216.19,support,deflect,1
2026-05-22,SPY,lb5,placebo,745.5571653733446,222831840.0,support,deflect,1
2026-05-22,SPY,lb5,placebo,745.5571653733446,222831840.0,resistance,break,0
2026-05-22,SPY,lb5,placebo,745.7056804491906,222831840.0,resistance,break,0
2026-05-22,SPY,lb5,placebo,747.8489889911358,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb5,placebo,747.8489889911358,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb5,placebo,747.8489889911358,222831840.0,resistance,deflect,1
2026-05-22,SPY,lb5,placebo,747.8489889911358,222831840.0,resistance,break,0
2026-05-22,SPY,lb5,placebo,747.8489889911358,222831840.0,resistance,deflect,1
2026-05-26,SPY,lb5,placebo,748.3532086058678,745572500.0,support,deflect,1
2026-05-26,SPY,lb5,placebo,748.3532086058678,745572500.0,support,deflect,1
2026-05-26,SPY,lb5,placebo,749.6514657537873,745572500.0,resistance,break,0
2026-05-26,SPY,lb5,placebo,749.6514657537873,745572500.0,support,break,0
2026-05-26,SPY,lb5,placebo,749.6514657537873,745572500.0,resistance,deflect,1
2026-05-26,SPY,lb5,placebo,749.6514657537873,745572500.0,resistance,break,0
2026-05-27,QQQ,lb1,real,730.28,380475880.0,support,break,0
2026-05-27,QQQ,lb1,real,730.28,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,support,break,0
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,support,break,0
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.5460139633168,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,support,break,0
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.2650695819965,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,725.9999868292878,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,725.9999868292878,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,725.9999868292878,380475880.0,support,deflect,1
2026-05-27,QQQ,lb1,real,727.5,254625000.0,support,break,0
2026-05-27,QQQ,lb1,real,727.5,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb1,real,727.5,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb1,real,727.5,254625000.0,resistance,break,0
2026-05-27,QQQ,lb1,real,727.5,254625000.0,support,break,0
2026-05-27,QQQ,lb1,real,727.5,254625000.0,resistance,break,0
2026-05-27,QQQ,lb1,real,727.5,254625000.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,730.6774664047576,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb1,real,728.06,203179704.2,support,deflect,1
2026-05-27,QQQ,lb1,real,728.06,203179704.2,resistance,deflect,1
2026-05-27,QQQ,lb1,real,728.06,203179704.2,resistance,break,0
2026-05-27,QQQ,lb1,real,728.06,203179704.2,support,deflect,1
2026-05-27,QQQ,lb1,real,728.06,203179704.2,support,break,0
2026-05-27,QQQ,lb1,real,728.06,203179704.2,resistance,deflect,1
2026-05-27,QQQ,lb1,real,728.06,203179704.2,resistance,break,0
2026-05-27,QQQ,lb1,real,729.9,35911080.0,support,break,0
2026-05-27,QQQ,lb1,real,729.9,35911080.0,resistance,deflect,1
2026-05-27,QQQ,lb1,real,729.9,35911080.0,resistance,deflect,1
2026-05-27,QQQ,lb1,real,729.9,35911080.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,support,break,0
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,resistance,break,0
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,support,deflect,1
2026-05-27,QQQ,lb1,placebo,727.35422104056,35911080.0,support,deflect,1
2026-05-27,QQQ,lb1,real,728.92,21733478.72,resistance,break,0
2026-05-27,QQQ,lb1,real,728.92,21733478.72,support,break,0
2026-05-27,QQQ,lb1,real,728.92,21733478.72,resistance,deflect,1
2026-05-27,QQQ,lb1,real,728.92,21733478.72,resistance,deflect,1
2026-05-27,QQQ,lb1,real,728.92,21733478.72,support,break,0
2026-05-27,QQQ,lb1,real,728.92,21733478.72,resistance,break,0
2026-05-27,QQQ,lb1,real,728.92,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,732.2287075387703,21733478.72,resistance,deflect,1
2026-05-27,QQQ,lb1,placebo,726.0125941426389,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.0125941426389,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.0125941426389,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.1524952182581,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.1524952182581,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.1524952182581,21733478.72,support,deflect,1
2026-05-27,QQQ,lb1,placebo,726.1524952182581,21733478.72,resistance,break,0
2026-05-27,QQQ,lb1,placebo,726.1524952182581,21733478.72,support,deflect,1
2026-05-27,QQQ,lb5,real,730.28,380475880.0,support,break,0
2026-05-27,QQQ,lb5,real,730.28,380475880.0,resistance,deflect,1
2026-05-27,QQQ,lb5,placebo,726.5668500936183,380475880.0,support,deflect,1
2026-05-27,QQQ,lb5,placebo,726.5668500936183,380475880.0,support,deflect,1
2026-05-27,QQQ,lb5,placebo,726.5668500936183,380475880.0,resistance,break,0
2026-05-27,QQQ,lb5,placebo,726.5668500936183,380475880.0,resistance,break,0
2026-05-27,QQQ,lb5,placebo,726.5668500936183,380475880.0,resistance,break,0
2026-05-27,QQQ,lb5,real,727.5,254625000.0,support,break,0
2026-05-27,QQQ,lb5,real,727.5,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb5,real,727.5,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb5,real,727.5,254625000.0,resistance,break,0
2026-05-27,QQQ,lb5,real,727.5,254625000.0,support,break,0
2026-05-27,QQQ,lb5,real,727.5,254625000.0,resistance,break,0
2026-05-27,QQQ,lb5,real,727.5,254625000.0,support,deflect,1
2026-05-27,QQQ,lb5,placebo,730.4196400743751,254625000.0,resistance,deflect,1
2026-05-27,QQQ,lb5,real,728.06,203179704.2,support,deflect,1
2026-05-27,QQQ,lb5,real,728.06,203179704.2,resistance,deflect,1
2026-05-27,QQQ,lb5,real,728.06,203179704.2,resistance,break,0
2026-05-27,QQQ,lb5,real,728.06,203179704.2,support,deflect,1
2026-05-27,QQQ,lb5,real,728.06,203179704.2,support,break,0
2026-05-27,QQQ,lb5,real,728.06,203179704.2,resistance,deflect,1
2026-05-27,QQQ,lb5,real,728.06,203179704.2,resistance,break,0
2026-05-27,SPY,lb1,real,750.1633,225048990.0,resistance,break,0
2026-05-27,SPY,lb1,real,750.1633,225048990.0,support,deflect,1
2026-05-27,SPY,lb1,real,750.1633,225048990.0,resistance,deflect,1
2026-05-27,SPY,lb1,real,750.1633,225048990.0,resistance,deflect,1
2026-05-27,SPY,lb1,real,750.59,149306612.21,resistance,deflect,1
2026-05-27,SPY,lb1,real,750.59,149306612.21,resistance,deflect,1
2026-05-27,SPY,lb1,real,750.59,149306612.21,resistance,deflect,1
2026-05-27,SPY,lb1,placebo,750.5326755398048,93861819.806,resistance,deflect,1
2026-05-27,SPY,lb1,placebo,750.5326755398048,93861819.806,support,break,0
2026-05-27,SPY,lb1,placebo,750.5326755398048,93861819.806,resistance,deflect,1
2026-05-27,SPY,lb1,placebo,750.5326755398048,93861819.806,resistance,deflect,1
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,resistance,break,0
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,support,deflect,1
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,support,break,0
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,resistance,deflect,1
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,support,break,0
2026-05-27,SPY,lb1,placebo,749.959932213016,93861819.806,resistance,break,0
2026-05-27,SPY,lb1,placebo,749.4711307772717,93861819.806,support,deflect,1
2026-05-27,SPY,lb1,placebo,749.4711307772717,93861819.806,support,break,0
2026-05-27,SPY,lb1,placebo,749.4711307772717,93861819.806,support,break,0
2026-05-27,SPY,lb5,placebo,749.1494115052086,745572500.0,support,deflect,1
2026-05-27,SPY,lb5,placebo,749.1494115052086,745572500.0,support,deflect,1
2026-05-27,SPY,lb5,placebo,749.1494115052086,745572500.0,support,deflect,1
2026-05-27,SPY,lb5,placebo,749.1494115052086,745572500.0,support,deflect,1
2026-05-27,SPY,lb5,real,750.1633,225048990.0,resistance,break,0
2026-05-27,SPY,lb5,real,750.1633,225048990.0,support,deflect,1
2026-05-27,SPY,lb5,real,750.1633,225048990.0,resistance,deflect,1
2026-05-27,SPY,lb5,real,750.1633,225048990.0,resistance,deflect,1
2026-05-27,SPY,lb5,real,750.59,149306612.21,resistance,deflect,1
2026-05-27,SPY,lb5,real,750.59,149306612.21,resistance,deflect,1
2026-05-27,SPY,lb5,real,750.59,149306612.21,resistance,deflect,1
2026-05-28,QQQ,lb1,real,730.28,380475880.0,support,deflect,1
2026-05-28,QQQ,lb1,placebo,734.3937823828965,380475880.0,resistance,break,0
2026-05-28,QQQ,lb1,placebo,733.0254714549326,380475880.0,resistance,break,0
2026-05-28,QQQ,lb1,real,727.5,254625000.0,support,break,0
2026-05-28,QQQ,lb1,real,727.5,254625000.0,resistance,break,0
2026-05-28,QQQ,lb1,placebo,731.4664441952401,254625000.0,support,break,0
2026-05-28,QQQ,lb1,placebo,731.4664441952401,254625000.0,resistance,break,0
2026-05-28,QQQ,lb1,placebo,731.4664441952401,254625000.0,support,deflect,1
2026-05-28,QQQ,lb1,placebo,730.8750311757998,254625000.0,support,deflect,1
2026-05-28,QQQ,lb1,placebo,730.8750311757998,254625000.0,support,deflect,1
2026-05-28,QQQ,lb1,real,728.06,203179704.2,support,break,0
2026-05-28,QQQ,lb1,real,728.06,203179704.2,resistance,break,0
2026-05-28,QQQ,lb1,placebo,730.8326826305085,203179704.2,support,deflect,1
2026-05-28,QQQ,lb1,placebo,730.8326826305085,203179704.2,support,deflect,1
2026-05-28,QQQ,lb1,real,729.527,72952700.0,resistance,break,0
2026-05-28,QQQ,lb1,placebo,727.1951818384497,72952700.0,support,deflect,1
2026-05-28,QQQ,lb1,placebo,727.1951818384497,72952700.0,resistance,break,0
2026-05-28,QQQ,lb1,placebo,727.300232318206,72952700.0,support,deflect,1
2026-05-28,QQQ,lb1,placebo,727.300232318206,72952700.0,resistance,break,0
2026-05-28,QQQ,lb5,real,730.28,380475880.0,support,deflect,1
2026-05-28,QQQ,lb5,placebo,726.721903074939,380475880.0,support,deflect,1
2026-05-28,QQQ,lb5,placebo,733.5251483064624,380475880.0,resistance,break,0
2026-05-28,QQQ,lb5,placebo,733.5251483064624,380475880.0,support,deflect,1
2026-05-28,QQQ,lb5,real,727.5,254625000.0,support,break,0
2026-05-28,QQQ,lb5,real,727.5,254625000.0,resistance,break,0
2026-05-28,QQQ,lb5,placebo,732.0793010318672,254625000.0,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,732.0793010318672,254625000.0,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,732.0793010318672,254625000.0,support,deflect,1
2026-05-28,QQQ,lb5,real,728.06,203179704.2,support,break,0
2026-05-28,QQQ,lb5,real,728.06,203179704.2,resistance,break,0
2026-05-28,QQQ,lb5,placebo,731.8704431954329,203179704.2,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,731.8704431954329,203179704.2,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,731.8704431954329,203179704.2,support,deflect,1
2026-05-28,QQQ,lb5,placebo,732.4170266577255,203179704.2,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,732.4170266577255,203179704.2,resistance,break,0
2026-05-28,QQQ,lb5,placebo,732.4170266577255,203179704.2,resistance,break,0
2026-05-28,QQQ,lb5,placebo,732.20846422384,203179704.2,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,732.20846422384,203179704.2,resistance,deflect,1
2026-05-28,QQQ,lb5,placebo,732.20846422384,203179704.2,resistance,break,0
2026-05-28,QQQ,lb5,placebo,732.20846422384,203179704.2,resistance,break,0
2026-05-28,SPY,lb1,real,750.3025,600242000.0,resistance,break,0
2026-05-28,SPY,lb5,real,750.3025,600242000.0,resistance,break,0
2026-05-28,SPY,lb5,placebo,753.8964483417394,600242000.0,support,deflect,1
2026-05-28,SPY,lb5,placebo,753.8964483417394,600242000.0,support,deflect,1
2026-05-28,SPY,lb5,placebo,753.8964483417394,600242000.0,support,deflect,1
2026-05-28,SPY,lb5,placebo,753.8964483417394,600242000.0,support,deflect,1
2026-05-28,SPY,lb5,placebo,753.8964483417394,600242000.0,support,deflect,1
2026-05-29,QQQ,lb1,real,735.6,144913200.0,support,deflect,1
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,resistance,break,0
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,support,deflect,1
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,support,deflect,1
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,support,break,0
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,resistance,deflect,1
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,support,break,0
2026-05-29,QQQ,lb1,placebo,737.8706541153769,144913200.0,resistance,break,0
2026-05-29,QQQ,lb1,placebo,738.0842304440665,144913200.0,resistance,break,0
2026-05-29,QQQ,lb1,placebo,738.0842304440665,144913200.0,support,deflect,1
2026-05-29,QQQ,lb1,placebo,738.0842304440665,144913200.0,support,deflect,1
2026-05-29,QQQ,lb1,placebo,738.0842304440665,144913200.0,resistance,deflect,1
2026-05-29,QQQ,lb1,placebo,738.0842304440665,144913200.0,resistance,break,0
2026-05-29,QQQ,lb5,real,735.6,144913200.0,support,deflect,1
2026-05-29,QQQ,lb5,placebo,739.6719494119606,144913200.0,resistance,break,0
2026-05-29,QQQ,lb5,placebo,739.6719494119606,144913200.0,support,break,0
2026-05-29,QQQ,lb5,placebo,739.6719494119606,144913200.0,resistance,deflect,1
2026-05-29,SPY,lb1,real,754.6047,501686106.5151,support,deflect,1
2026-05-29,SPY,lb1,placebo,757.538861535222,501686106.5151,resistance,deflect,1
2026-05-29,SPY,lb1,placebo,757.538861535222,501686106.5151,resistance,deflect,1
2026-05-29,SPY,lb1,placebo,757.538861535222,501686106.5151,resistance,deflect,1
2026-05-29,SPY,lb1,placebo,757.538861535222,501686106.5151,resistance,deflect,1
2026-05-29,SPY,lb5,real,754.6047,501686106.5151,support,deflect,1
2026-05-29,SPY,lb5,placebo,757.1253181152591,501686106.5151,resistance,break,0
